account_id,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,account_status,prior_renewal_rate,prior_rate_mean,prior_rate_last,paid_claims_2025,process_cv
ACC02874,R43,Logistics,192,1485527.13,0.1507,0.15–0.49,3,Active,0.6666666666666666,1.6666666666666667,5,351980.58999999997,0.25411141860670144
ACC02875,R17,Manufacturing,101,710410.56,0.1772,0.15–0.49,5,Active,0.6666666666666666,-6.666666666666667,-15,189217.38999999998,0.3321259077154672
ACC02876,R22,Retail,223,1343729.61,0.2865,0.15–0.49,10,Active,0.6666666666666666,11.666666666666666,15,302498.5,0.21161912130581
ACC02877,R20,Manufacturing,326,1792843.59,1.0784,1.00–1.49,10,Active,0.6666666666666666,10.0,25,1923900.71,0.17843304809756141
ACC02878,R10,Professional services,294,2769034.39,0.8483,0.50–0.99,2,Active,1.0,1.6666666666666667,0,1314205.18,0.2333770223024821
ACC02879,R41,Healthcare,352,2188887.03,0.6911,0.50–0.99,6,Active,0.6666666666666666,-8.333333333333334,-15,1122855.29,0.12019679913828471
ACC02880,R43,Manufacturing,198,1574245.74,0.7563,0.50–0.99,10,Active,0.3333333333333333,6.666666666666667,0,421134.68,0.16221406921914516
ACC02881,R16,Technology,200,1761230.22,1.1568,1.00–1.49,1,Active,1.0,0.0,15,1683169.82,0.19237234627955976
ACC02882,R31,Logistics,319,3189177.38,0.5388,0.50–0.99,2,Active,0.6666666666666666,-1.6666666666666667,5,1287585.01,0.14536460207482726
ACC02883,R31,Professional services,158,1139214.83,0.5412,0.50–0.99,10,Active,0.6666666666666666,11.666666666666666,5,468392.79,0.22523316967473803
ACC02884,R30,Financial services,189,1310999.55,0.201,0.15–0.49,11,Active,0.6666666666666666,6.666666666666667,0,280098.98,0.2436246828502453
ACC02885,R35,Financial services,1109,6514067.8,1.4466,1.00–1.49,3,Active,1.0,3.3333333333333335,0,7897516.54,0.10202085703362161
ACC02886,R02,Manufacturing,485,5402768.3,1.9494,1.50–2.49,11,Active,1.0,-3.3333333333333335,-15,6306347.82,0.08828519442324495
ACC02887,R05,Retail,400,2826712.06,0.951,0.50–0.99,6,Active,1.0,6.666666666666667,10,1108567.39,0.10931878470022097
ACC02888,R30,Healthcare,94,846921.45,1.8826,1.50–2.49,10,Active,1.0,5.0,5,1529960.39,0.1770731526931541
ACC02889,R22,Logistics,185,1774103.51,2.4011,1.50–2.49,9,Active,1.0,16.666666666666668,25,2459012.01,0.15664041051444286
ACC02890,R24,Financial services,136,942347.42,0.8839,0.50–0.99,1,Active,0.6666666666666666,11.666666666666666,15,430030.2,0.1893095929537624
ACC02891,R44,Healthcare,387,2328298.34,0.4416,0.15–0.49,6,Active,1.0,0.0,-5,516687.44,0.12159485824123073
ACC02892,R22,Technology,194,1088676.19,0.5921,0.50–0.99,3,Active,0.6666666666666666,8.333333333333334,20,654498.76,0.1870912085509225
ACC02893,R46,Professional services,254,1800281.86,1.0053,1.00–1.49,5,Active,1.0,10.0,0,1091689.45,0.13912581417210376
ACC02894,R34,Technology,233,1659826.83,0.478,0.15–0.49,2,Active,1.0,-1.6666666666666667,5,317041.89,0.17672679691599677
ACC02895,R27,Logistics,102,764214.25,3.1385,2.50–5.00,2,Active,1.0,6.666666666666667,0,2993623.68,0.18272112495934822
ACC02896,R19,Healthcare,662,4080027.33,0.5483,0.50–0.99,3,Active,1.0,1.6666666666666667,-5,2206189.69,0.11220204120843379
ACC02897,R31,Retail,281,2032411.21,0.94,0.50–0.99,6,Active,1.0,5.0,0,798731.53,0.13365534481129945
ACC02898,R19,Retail,113,649205.69,3.2485,2.50–5.00,9,Active,1.0,5.0,10,2666057.96,0.1908575223465554
ACC02899,R47,Technology,62,439237.94,0.347,0.15–0.49,10,Active,1.0,3.3333333333333335,5,126114.92,0.427071030068181
ACC02900,R39,Hospitality,343,2369115.52,0.6321,0.50–0.99,8,Active,1.0,11.666666666666666,15,1213020.6300000001,0.24303429416096003
ACC02901,R10,Manufacturing,158,992729.68,0.7531,0.50–0.99,11,Active,1.0,-11.666666666666666,-10,777227.1,0.2829065692819256
ACC02902,R43,Financial services,149,1312864.68,0.2784,0.15–0.49,1,Active,0.6666666666666666,11.666666666666666,10,223058.47,0.24368772714827494
ACC02903,R35,Manufacturing,859,7066560.71,1.7464,1.50–2.49,1,Active,1.0,13.333333333333334,10,10738862.63,0.07478785804703836
ACC02904,R32,Logistics,75,547771.4,1.3462,1.00–1.49,11,Active,0.6666666666666666,13.333333333333334,5,397826.19,0.2566145270999771
ACC02905,R26,Manufacturing,249,1692788.36,0.1915,0.15–0.49,6,Active,1.0,1.6666666666666667,-10,440274.66,0.1765592513891199
ACC02906,R18,Financial services,170,1205806.65,0.463,0.15–0.49,7,Active,0.6666666666666666,8.333333333333334,-5,160112.38,0.219287077489728
ACC02907,R29,Healthcare,67,518480.5,2.7005,2.50–5.00,3,Active,1.0,11.666666666666666,25,1634516.2,0.23896897439274856
ACC02908,R41,Professional services,227,1551293.14,1.6636,1.50–2.49,4,Active,1.0,-1.6666666666666667,-10,3654791.79,0.20579517701846278
ACC02909,R28,Healthcare,193,1517534.52,0.7132,0.50–0.99,7,Active,0.6666666666666666,15.0,5,346232.59,0.17932577261726657
ACC02910,R42,Professional services,443,3608134.55,1.121,1.00–1.49,6,Active,1.0,5.0,5,3136783.5500000003,0.21729399171065542
ACC02911,R33,Professional services,395,2192200.93,0.7166,0.50–0.99,2,Active,1.0,5.0,15,1478209.49,0.11634178119639343
ACC02912,R48,Professional services,156,1101060.05,0.312,0.15–0.49,2,Active,1.0,5.0,20,285323.83,0.2306747708628432
ACC02913,R41,Financial services,414,4080336.92,2.1455,1.50–2.49,7,Active,1.0,-8.333333333333334,-5,5206192.01,0.09833786895885012
ACC02914,R26,Technology,197,1490076.49,0.7615,0.50–0.99,5,Active,0.6666666666666666,8.333333333333334,10,753062.34,0.17442816664455982
ACC02915,R02,Hospitality,114,787793.23,0.6412,0.50–0.99,5,Active,1.0,6.666666666666667,-5,429631.88,0.29097197574240885
ACC02916,R14,Professional services,247,1722353.79,0.9313,0.50–0.99,10,Active,0.6666666666666666,10.0,5,805110.13,0.1662186470960171
ACC02917,R42,Financial services,158,995184.99,0.8782,0.50–0.99,12,Active,0.6666666666666666,11.666666666666666,0,551678.23,0.18590232325539435
ACC02918,R31,Professional services,122,883134.65,0.7096,0.50–0.99,11,Active,1.0,1.6666666666666667,0,531415.59,0.24729849771950765
ACC02919,R07,Healthcare,245,1924949.47,0.8227,0.50–0.99,2,Active,0.6666666666666666,13.333333333333334,10,728388.16,0.1814721917969952
ACC02920,R43,Hospitality,267,1719416.8,0.7654,0.50–0.99,6,Active,1.0,1.6666666666666667,15,945350.69,0.16889366202537687
ACC02921,R29,Manufacturing,119,751254.85,0.7837,0.50–0.99,10,Active,1.0,10.0,5,526031.3,0.2223214721321079
ACC02922,R05,Retail,445,4268628.62,2.1363,1.50–2.49,1,Active,1.0,5.0,5,5232959.45,0.0869367216689172
ACC02923,R27,Hospitality,290,2555627.67,2.5927,2.50–5.00,4,Active,1.0,18.333333333333332,15,9136856.61,0.1325492020019174
ACC02924,R48,Logistics,119,933856.5,0.6858,0.50–0.99,3,Active,0.6666666666666666,0.0,0,423031.74,0.3505657648995474
ACC02925,R32,Professional services,544,3854402.5,0.6644,0.50–0.99,9,Active,1.0,5.0,-5,2352105.53,0.1281517214998294
ACC02926,R37,Hospitality,162,1050644.59,0.3312,0.15–0.49,9,Active,1.0,5.0,5,312138.51,0.2143606984913592
ACC02927,R32,Hospitality,147,1291738.46,0.332,0.15–0.49,5,Active,1.0,1.6666666666666667,5,303052.23,0.2283231352504278
ACC02928,R06,Technology,857,5735458.21,0.8389,0.50–0.99,2,Active,0.6666666666666666,8.333333333333334,5,3733327.91,0.11365183314355899
ACC02929,R03,Hospitality,273,1967073.56,3.098,2.50–5.00,8,Active,1.0,13.333333333333334,5,7540138.5200000005,0.09763612906618385
ACC02930,R09,Retail,315,1819495.16,0.8716,0.50–0.99,5,Active,0.6666666666666666,5.0,5,973502.31,0.12612611139907723
ACC02931,R38,Technology,373,2156206.58,1.1451,1.00–1.49,2,Active,1.0,-6.666666666666667,0,3267404.69,0.14249564624669797
ACC02932,R33,Healthcare,1038,9280060.94,0.5212,0.50–0.99,5,Active,0.6666666666666666,10.0,5,4044019.13,0.1295215099254931
ACC02933,R41,Hospitality,1310,8406072.33,0.596,0.50–0.99,6,Active,1.0,5.0,0,4567118.14,0.0830817260179476
ACC02934,R11,Professional services,508,4832179.96,1.911,1.50–2.49,6,Active,1.0,0.0,10,7229164.68,0.0903156914022973
ACC02935,R27,Retail,181,1270045.8,0.435,0.15–0.49,6,Active,0.3333333333333333,8.333333333333334,10,292289.81,0.21896584724315013
ACC02936,R46,Technology,250,1754829.62,0.2997,0.15–0.49,10,Active,0.6666666666666666,1.6666666666666667,-5,397219.01,0.20362730020856817
ACC02937,R46,Logistics,145,1181337.76,2.054,1.50–2.49,12,Active,1.0,-5.0,5,1768769.94,0.20499171403678335
ACC02938,R31,Logistics,221,1140228.32,0.349,0.15–0.49,10,Active,0.6666666666666666,8.333333333333334,5,415923.83999999997,0.22472433864450966
ACC02939,R29,Healthcare,297,1546913.12,0.5608,0.50–0.99,9,Active,0.6666666666666666,3.3333333333333335,-10,817752.26,0.12669038398750618
ACC02940,R42,Healthcare,273,2239142.69,0.8518,0.50–0.99,11,Active,0.6666666666666666,6.666666666666667,0,932163.03,0.13301494911169634
ACC02941,R21,Technology,69,446604.91,1.0247,1.00–1.49,4,Active,1.0,-1.6666666666666667,-15,487866.27,0.28301224926001545
ACC02942,R12,Retail,193,1329924.01,0.9615,0.50–0.99,10,Active,1.0,11.666666666666666,20,559093.81,0.2271009412965962
ACC02943,R34,Logistics,113,781302.64,0.6613,0.50–0.99,6,Active,1.0,10.0,15,192102.8,0.2891190469018469
ACC02944,R12,Healthcare,386,2370969.98,0.6623,0.50–0.99,4,Active,1.0,6.666666666666667,10,1166352.64,0.11350685620515344
ACC02945,R36,Healthcare,181,1218449.66,3.1272,2.50–5.00,11,Active,1.0,3.3333333333333335,10,6107909.19,0.20620974263404754
ACC02946,R34,Technology,725,4332616.39,0.5586,0.50–0.99,3,Active,0.6666666666666666,10.0,-15,2815807.61,0.09438226394998123
ACC02947,R18,Hospitality,182,1082530.15,0.5988,0.50–0.99,9,Active,0.6666666666666666,1.6666666666666667,5,720945.79,0.1580411412741557
ACC02948,R20,Retail,266,1405555.38,1.1048,1.00–1.49,8,Active,0.3333333333333333,15.0,20,2090307.33,0.1430720406463222
ACC02949,R38,Financial services,313,2838643.32,0.7251,0.50–0.99,9,Active,1.0,0.0,-5,1230853.43,0.1454520704188315
ACC02950,R38,Technology,74,427035.89,0.6411,0.50–0.99,5,Active,1.0,13.333333333333334,10,201275.52,0.2231102862100116
ACC02951,R37,Logistics,65,335096.1,0.8716,0.50–0.99,4,Active,1.0,6.666666666666667,5,255069.32,0.2291704754700627
ACC02952,R34,Financial services,177,1499966.72,0.5558,0.50–0.99,1,Active,1.0,1.6666666666666667,10,584476.51,0.2829258982556968
ACC02953,R05,Healthcare,351,3279702.59,1.7839,1.50–2.49,5,Active,1.0,0.0,5,5233457.67,0.12821042590829979
ACC02954,R42,Financial services,285,1923360.98,0.7409,0.50–0.99,11,Active,1.0,0.0,-5,1434671.71,0.17548477237927426
ACC02955,R04,Financial services,143,1299719.2,0.6814,0.50–0.99,7,Active,0.6666666666666666,5.0,5,631689.3,0.2667465717099889
ACC02956,R31,Hospitality,64,459687.28,0.5749,0.50–0.99,1,Active,1.0,8.333333333333334,5,202478.46000000002,0.24218551051178147
ACC02957,R20,Retail,159,1375158.19,3.8856,2.50–5.00,1,Active,1.0,16.666666666666668,20,4882623.37,0.14772869354102708
ACC02958,R46,Healthcare,430,2530496.46,0.7608,0.50–0.99,9,Active,1.0,8.333333333333334,10,1538601.63,0.13173692502443501
ACC02959,R13,Technology,580,4169777.5,0.3425,0.15–0.49,1,Active,0.6666666666666666,11.666666666666666,10,710977.04,0.11664958704713572
ACC02960,R05,Manufacturing,128,732344.06,0.7055,0.50–0.99,6,Active,1.0,-6.666666666666667,-15,222911.28,0.19976642232690126
ACC02961,R46,Hospitality,507,3338057.64,0.6758,0.50–0.99,3,Active,1.0,-3.3333333333333335,0,1571923.3,0.1144492051763584
ACC02962,R26,Logistics,192,1236329.37,0.1703,0.15–0.49,7,Active,0.0,13.333333333333334,20,447299.89,0.21426798711389175
ACC02963,R25,Manufacturing,150,1112397.83,0.7169,0.50–0.99,7,Active,1.0,8.333333333333334,15,497058.43,0.22583676118028703
ACC02964,R46,Professional services,940,8281440.33,1.2764,1.00–1.49,1,Active,0.3333333333333333,8.333333333333334,15,6919514.22,0.08338382516788073
ACC02965,R47,Manufacturing,62,301967.22,0.2343,0.15–0.49,3,Active,0.6666666666666666,6.666666666666667,-15,70110.53,0.3126095709107276
ACC02966,R27,Logistics,721,6968172.76,0.5481,0.50–0.99,3,Active,0.6666666666666666,5.0,5,2127429.0,0.12349465388816185
ACC02967,R16,Hospitality,328,1822887.31,0.4659,0.15–0.49,12,Active,1.0,6.666666666666667,5,556819.12,0.15223543589589844
ACC02968,R43,Professional services,189,1036207.58,0.631,0.50–0.99,5,Active,1.0,10.0,10,648607.04,0.2546407325910244
ACC02969,R28,Professional services,76,492090.97,2.067,1.50–2.49,8,Active,1.0,11.666666666666666,0,1801512.5399999998,0.4725466428796444
ACC02970,R04,Technology,197,1229216.21,0.9403,0.50–0.99,6,Active,1.0,0.0,5,653396.4,0.2031691133820779
ACC02971,R11,Financial services,205,2109383.59,2.8998,2.50–5.00,2,Active,1.0,-5.0,-15,5534984.78,0.13590785227658844
ACC02972,R09,Hospitality,503,3876033.42,0.3841,0.15–0.49,4,Active,0.0,16.666666666666668,15,834526.33,0.1384607603869992
ACC02973,R43,Professional services,123,887779.55,0.7742,0.50–0.99,2,Active,1.0,5.0,20,544645.46,0.3020980622086297
ACC02974,R23,Retail,788,4098942.5,0.1846,0.15–0.49,8,Active,0.6666666666666666,-1.6666666666666667,0,1539839.42,0.11719789723703321
ACC02975,R24,Manufacturing,500,4376798.42,0.5338,0.50–0.99,6,Active,0.6666666666666666,6.666666666666667,15,1859520.48,0.1643181106448074
ACC02976,R09,Retail,235,2031343.55,4.1899,2.50–5.00,1,Active,1.0,3.3333333333333335,-15,5773569.93,0.12740706166419552
ACC02977,R45,Technology,499,3611285.26,1.3092,1.00–1.49,3,Active,1.0,5.0,-5,2351556.76,0.10598446212798553
ACC02978,R02,Manufacturing,187,1155943.95,0.2493,0.15–0.49,11,Active,0.6666666666666666,-5.0,-5,541737.97,0.22235838407705125
ACC02979,R23,Professional services,490,3220274.7,1.0903,1.00–1.49,8,Active,0.6666666666666666,5.0,10,3496641.76,0.13257775032265157
ACC02980,R27,Healthcare,443,2965097.76,0.601,0.50–0.99,2,Active,0.6666666666666666,1.6666666666666667,10,1644208.74,0.12715150286094115
ACC02981,R28,Manufacturing,161,1200517.29,1.5633,1.50–2.49,6,Active,1.0,5.0,0,2743954.08,0.15104765664477876
ACC02982,R21,Professional services,83,601869.29,0.4619,0.15–0.49,1,Active,0.6666666666666666,1.6666666666666667,10,77634.35,0.30300541596851266
ACC02983,R22,Professional services,189,1259361.6,0.36,0.15–0.49,10,Active,1.0,13.333333333333334,20,603010.7,0.270209528860761
ACC02984,R06,Retail,124,756873.39,0.6484,0.50–0.99,7,Active,1.0,6.666666666666667,10,588437.25,0.309977828856025
ACC02985,R17,Hospitality,264,1830033.15,0.6001,0.50–0.99,6,Active,1.0,8.333333333333334,5,706948.09,0.14409843839352662
ACC02986,R47,Manufacturing,125,776850.11,0.6636,0.50–0.99,10,Active,1.0,5.0,15,325937.67,0.22626264239523625
ACC02987,R47,Manufacturing,365,1947714.88,0.962,0.50–0.99,10,Active,1.0,-1.6666666666666667,-15,1042480.81,0.12499150211396179
ACC02988,R16,Financial services,186,909636.94,0.8879,0.50–0.99,2,Active,1.0,8.333333333333334,25,535983.49,0.1599800840379791
ACC02989,R17,Professional services,422,3107385.57,4.6783,2.50–5.00,2,Active,1.0,5.0,0,11488876.27,0.11398390006383041
ACC02990,R24,Hospitality,113,799039.02,0.9369,0.50–0.99,12,Active,1.0,8.333333333333334,20,413902.99,0.22660979754797098
ACC02991,R02,Hospitality,205,1555383.54,1.7355,1.50–2.49,3,Active,1.0,-8.333333333333334,-10,2232662.4,0.11884844183269506
ACC02992,R26,Manufacturing,241,959607.01,0.3252,0.15–0.49,5,Active,1.0,-3.3333333333333335,-10,412149.47,0.1686577273745323
ACC02993,R05,Retail,79,512121.25,0.2156,0.15–0.49,7,Active,1.0,-1.6666666666666667,0,180791.77,0.3651019179130803
ACC02994,R16,Technology,387,2821598.66,4.993,2.50–5.00,10,Active,1.0,-3.3333333333333335,-15,10711705.14,0.09075571026151664
ACC02995,R12,Professional services,358,2511725.93,2.4186,1.50–2.49,5,Active,1.0,6.666666666666667,5,3748554.7800000003,0.09935667010798399
ACC02996,R44,Professional services,232,1300173.16,0.4791,0.15–0.49,10,Active,1.0,11.666666666666666,-10,582443.79,0.21250110033540978
ACC02997,R03,Logistics,157,1037950.33,0.836,0.50–0.99,8,Active,1.0,5.0,5,458070.16,0.1670397792703926
ACC02998,R04,Logistics,123,742743.61,1.2464,1.00–1.49,5,Active,0.6666666666666666,11.666666666666666,5,703450.07,0.19508141717714655
ACC02999,R42,Hospitality,685,4932753.01,0.7819,0.50–0.99,7,Active,0.6666666666666666,11.666666666666666,0,2174995.88,0.11761248614798706
ACC03000,R42,Technology,336,2383944.38,1.0858,1.00–1.49,12,Active,1.0,10.0,15,2821023.79,0.13627611051446667
ACC03001,R10,Manufacturing,156,1040561.63,0.6859,0.50–0.99,3,Active,0.6666666666666666,6.666666666666667,10,627118.09,0.21813502005830998
ACC03002,R27,Healthcare,853,4503314.89,0.3303,0.15–0.49,3,Active,1.0,6.666666666666667,-10,1354913.1199999999,0.10586507052916334
ACC03003,R09,Professional services,213,1453657.92,0.3101,0.15–0.49,9,Active,1.0,3.3333333333333335,5,316182.83,0.16096967674810683
ACC03004,R35,Healthcare,281,1505339.05,0.8898,0.50–0.99,6,Active,0.6666666666666666,8.333333333333334,15,962517.84,0.14159907517251896
ACC03005,R18,Technology,225,1334269.43,1.1767,1.00–1.49,7,Active,1.0,1.6666666666666667,-5,1800541.95,0.15833594172889862
ACC03006,R19,Professional services,1235,7033840.68,0.1739,0.15–0.49,7,Active,1.0,6.666666666666667,15,2439682.11,0.10371381214601832
ACC03007,R34,Logistics,163,1342450.12,1.0028,1.00–1.49,10,Active,0.6666666666666666,5.0,0,959348.91,0.17366545344934242
ACC03008,R06,Healthcare,1145,7157559.97,0.7981,0.50–0.99,3,Active,0.6666666666666666,16.666666666666668,25,4265334.65,0.08776670132831513
ACC03009,R26,Hospitality,424,2949475.14,4.0481,2.50–5.00,2,Active,1.0,-6.666666666666667,-15,10642480.02,0.09390898070532033
ACC03010,R23,Logistics,166,933526.1,0.4371,0.15–0.49,4,Active,0.6666666666666666,3.3333333333333335,-5,333873.22000000003,0.1724911147974214
ACC03011,R03,Financial services,73,398274.61,1.3007,1.00–1.49,12,Active,1.0,-5.0,-10,535928.42,0.25136417141240003
ACC03012,R30,Technology,511,2742279.5,0.4169,0.15–0.49,11,Active,0.6666666666666666,6.666666666666667,-5,727798.58,0.1659586006801991
ACC03013,R38,Manufacturing,369,2616073.68,1.2981,1.00–1.49,12,Active,1.0,3.3333333333333335,-10,2634136.43,0.1606941381082466
ACC03014,R25,Hospitality,292,1845521.94,0.5177,0.50–0.99,2,Active,0.6666666666666666,16.666666666666668,25,932803.31,0.14898461851673214
ACC03015,R15,Retail,193,886900.16,0.8554,0.50–0.99,6,Active,1.0,13.333333333333334,0,546799.2,0.1624154512995244
ACC03016,R11,Retail,323,2379460.31,0.5328,0.50–0.99,2,Active,1.0,-3.3333333333333335,-5,1175250.61,0.1997982780771353
ACC03017,R26,Financial services,127,1265942.05,2.3323,1.50–2.49,10,Active,1.0,13.333333333333334,10,1424564.53,0.17373154665321033
ACC03018,R30,Manufacturing,429,2943832.89,0.336,0.15–0.49,2,Active,0.3333333333333333,6.666666666666667,10,711984.75,0.12506905090843687
ACC03019,R30,Retail,195,969997.8,0.1847,0.15–0.49,2,Active,0.6666666666666666,-1.6666666666666667,0,406606.52999999997,0.22687510726032167
ACC03020,R47,Financial services,135,698308.02,0.7883,0.50–0.99,5,Active,1.0,-3.3333333333333335,-10,351459.84,0.22516353032537373
ACC03021,R25,Hospitality,210,1302559.67,0.1905,0.15–0.49,11,Active,0.6666666666666666,6.666666666666667,5,300802.27,0.18386654003139907
ACC03022,R36,Hospitality,442,2409100.03,0.5479,0.50–0.99,11,Active,1.0,-5.0,-5,2187682.21,0.139051350985886
ACC03023,R09,Financial services,148,1143598.9,1.8277,1.50–2.49,9,Active,1.0,11.666666666666666,5,1523439.05,0.1601209906393664
ACC03024,R21,Technology,469,3474617.54,0.1796,0.15–0.49,3,Active,0.6666666666666666,11.666666666666666,10,624345.68,0.13552793797678753
ACC03025,R23,Manufacturing,843,4640873.34,0.4821,0.15–0.49,7,Active,1.0,6.666666666666667,10,1398409.71,0.1181218950261859
ACC03026,R11,Retail,317,2488838.14,0.5045,0.50–0.99,6,Active,1.0,10.0,5,891373.58,0.15177967279908483
ACC03027,R48,Professional services,137,1005793.91,0.8143,0.50–0.99,11,Active,1.0,1.6666666666666667,5,519428.29,0.19985128752733541
ACC03028,R41,Manufacturing,413,2996130.49,1.0301,1.00–1.49,1,Active,0.6666666666666666,15.0,25,2435076.08,0.12327717488128609
ACC03029,R38,Logistics,235,1601814.01,0.9174,0.50–0.99,5,Active,1.0,6.666666666666667,15,884326.68,0.21215548704888915
ACC03030,R27,Logistics,215,1166499.76,0.8659,0.50–0.99,11,Active,0.6666666666666666,11.666666666666666,25,926783.77,0.21958839812880568
ACC03031,R44,Healthcare,481,3348758.85,0.3147,0.15–0.49,4,Active,1.0,10.0,20,744393.7,0.20634150897909212
ACC03032,R22,Retail,365,2398680.23,0.7826,0.50–0.99,11,Active,1.0,6.666666666666667,5,1352089.35,0.1294190248570594
